Age,Gender,Education_Level_Code,Education_Level,Job Title,Years of Experience,Salary,Country,Race,Senior,PPP_Index,Salary_PPP_Adjusted,Fake_Job_Risk
36.0,Male,3.0,PhD,Senior Data Scientist,12.0,170000.0,USA,White,1.0,1.0,170000.0,1
36.0,Male,3.0,PhD,Senior Data Scientist,12.0,170000.0,USA,African American,1.0,1.0,170000.0,1
36.0,Male,3.0,PhD,Senior Data Scientist,12.0,170000.0,USA,Asian,1.0,1.0,170000.0,1
43.0,Female,3.0,PhD,Senior Data Scientist,15.0,150000.0,USA,African American,1.0,1.0,150000.0,0
41.0,Male,3.0,PhD,Senior Data Scientist,16.0,190000.0,USA,White,1.0,1.0,190000.0,1
39.0,Male,3.0,PhD,Senior Engineer,12.0,115000.0,UK,Mixed,1.0,1.2,95833.33333333334,0
43.0,Male,3.0,PhD,Senior Engineer,17.0,140000.0,USA,Hispanic,1.0,1.0,140000.0,0
34.0,Female,,Master's,Senior Financial Advisor,6.0,100000.0,Australia,Australian,1.0,1.05,95238.09523809524,0
34.0,Female,,Master's,Senior Financial Advisor,6.0,80000.0,Canada,White,1.0,1.1,72727.27272727272,0
34.0,Female,,Master's,Senior Financial Advisor,6.0,100000.0,UK,Welsh,1.0,1.2,83333.33333333334,0
31.0,Male,,Master's,Senior Financial Analyst,6.0,95000.0,Australia,Asian,1.0,1.05,90476.19047619047,0
37.0,Male,,Bachelor's,Senior Financial Analyst,8.0,90000.0,Australia,Australian,1.0,1.05,85714.28571428571,0
40.0,Male,,Bachelor's,Senior Financial Analyst,12.0,130000.0,Australia,White,1.0,1.05,123809.5238095238,0
33.0,Female,,Master's,Senior Financial Analyst,6.0,95000.0,Canada,White,1.0,1.1,86363.63636363635,0
49.0,Female,,Master's,Senior Financial Analyst,18.0,150000.0,Canada,White,1.0,1.1,136363.63636363635,0
37.0,Female,,Bachelor's,Senior Financial Analyst,9.0,100000.0,UK,Welsh,1.0,1.2,83333.33333333334,0
40.0,Male,,Bachelor's,Senior Financial Analyst,12.0,130000.0,USA,White,1.0,1.0,130000.0,0
35.0,Female,,Bachelor's,Senior Financial Manager,8.0,90000.0,Australia,White,1.0,1.05,85714.28571428571,0
35.0,Male,,Bachelor's,Senior Financial Manager,9.0,100000.0,Australia,Asian,1.0,1.05,95238.09523809524,0
35.0,Male,,Bachelor's,Senior Financial Manager,9.0,100000.0,Canada,White,1.0,1.1,90909.0909090909,0
35.0,Female,,Bachelor's,Senior Financial Manager,8.0,90000.0,China,Chinese,1.0,1.0,90000.0,0
37.0,Female,,Bachelor's,Senior Financial Manager,10.0,120000.0,USA,African American,1.0,1.0,120000.0,0
42.0,Female,,Master's,Senior Graphic Designer,15.0,110000.0,USA,Asian,1.0,1.0,110000.0,0
29.0,Female,,Master's Degree,Senior HR Generalist,4.0,70000.0,Australia,White,1.0,1.05,66666.66666666666,0
29.0,Female,,Master's Degree,Senior HR Generalist,4.0,70000.0,Australia,Asian,1.0,1.05,66666.66666666666,0
38.0,Male,,Master's Degree,Senior HR Generalist,8.0,95000.0,Australia,Asian,1.0,1.05,90476.19047619047,0
38.0,Male,,Master's Degree,Senior HR Generalist,8.0,95000.0,Australia,Australian,1.0,1.05,90476.19047619047,0
39.0,Male,,Master's Degree,Senior HR Generalist,10.0,105000.0,Australia,White,1.0,1.05,100000.0,0
39.0,Male,,Master's Degree,Senior HR Generalist,10.0,105000.0,Australia,Asian,1.0,1.05,100000.0,0
39.0,Male,,Master's Degree,Senior HR Generalist,11.0,100000.0,Australia,White,1.0,1.05,95238.09523809524,0
29.0,Female,,Master's Degree,Senior HR Generalist,4.0,75000.0,Canada,Black,1.0,1.1,68181.81818181818,0
27.0,Female,,Master's Degree,Senior HR Generalist,4.0,70000.0,Canada,White,1.0,1.1,63636.36363636363,0
36.0,Male,,Master's Degree,Senior HR Generalist,7.0,89000.0,Canada,Black,1.0,1.1,80909.0909090909,0
35.0,Female,,Master's Degree,Senior HR Generalist,8.0,80000.0,Canada,Black,1.0,1.1,72727.27272727272,0
39.0,Male,,Master's Degree,Senior HR Generalist,9.0,95000.0,Canada,White,1.0,1.1,86363.63636363635,0
26.0,Female,,Master's Degree,Senior HR Generalist,2.0,55000.0,China,Korean,1.0,1.0,55000.0,0
26.0,Female,,Master's Degree,Senior HR Generalist,2.0,55000.0,China,Chinese,1.0,1.0,55000.0,0
38.0,Male,,Bachelor's Degree,Senior HR Generalist,8.0,95000.0,China,White,1.0,1.0,95000.0,0
39.0,Male,,Master's Degree,Senior HR Generalist,9.0,95000.0,China,White,1.0,1.0,95000.0,0
39.0,Male,,Master's Degree,Senior HR Generalist,10.0,105000.0,China,White,1.0,1.0,105000.0,0
41.0,Male,,Master's Degree,Senior HR Generalist,11.0,115000.0,China,Chinese,1.0,1.0,115000.0,0
39.0,Male,,Master's Degree,Senior HR Generalist,11.0,100000.0,China,White,1.0,1.0,100000.0,0
29.0,Female,,Master's Degree,Senior HR Generalist,4.0,70000.0,UK,Welsh,1.0,1.2,58333.333333333336,0
36.0,Male,,Master's Degree,Senior HR Generalist,7.0,89000.0,UK,White,1.0,1.2,74166.66666666667,0
38.0,Male,,Master's Degree,Senior HR Generalist,8.0,95000.0,UK,Welsh,1.0,1.2,79166.66666666667,0
38.0,Male,,Master's Degree,Senior HR Generalist,8.0,95000.0,UK,Asian,1.0,1.2,79166.66666666667,0
38.0,Male,,Bachelor's Degree,Senior HR Generalist,8.0,95000.0,UK,White,1.0,1.2,79166.66666666667,0
35.0,Female,,Master's Degree,Senior HR Generalist,8.0,80000.0,UK,White,1.0,1.2,66666.66666666667,0
39.0,Male,,Master's Degree,Senior HR Generalist,10.0,105000.0,UK,Welsh,1.0,1.2,87500.0,0
39.0,Male,,Master's Degree,Senior HR Generalist,10.0,105000.0,UK,Asian,1.0,1.2,87500.0,0
42.0,Female,,Master's Degree,Senior HR Generalist,12.0,110000.0,UK,Welsh,1.0,1.2,91666.66666666667,0
42.0,Female,,Master's Degree,Senior HR Generalist,12.0,110000.0,UK,Asian,1.0,1.2,91666.66666666667,0
27.0,Female,,Master's Degree,Senior HR Generalist,4.0,70000.0,USA,Hispanic,1.0,1.0,70000.0,0
29.0,Male,,Master's Degree,Senior HR Generalist,4.0,70000.0,USA,Hispanic,1.0,1.0,70000.0,0
32.0,Female,,Master's Degree,Senior HR Generalist,7.0,80000.0,USA,White,1.0,1.0,80000.0,0
38.0,Male,,Master's Degree,Senior HR Generalist,8.0,95000.0,USA,Hispanic,1.0,1.0,95000.0,0
38.0,Male,,Master's Degree,Senior HR Generalist,8.0,95000.0,USA,White,1.0,1.0,95000.0,0
37.0,Female,,Master's,Senior HR Generalist,9.0,95000.0,USA,African American,1.0,1.0,95000.0,0
39.0,Male,,Master's Degree,Senior HR Generalist,10.0,105000.0,USA,Asian,1.0,1.0,105000.0,0
41.0,Male,,Master's Degree,Senior HR Generalist,11.0,115000.0,USA,Asian,1.0,1.0,115000.0,0
49.0,Female,,Master's,Senior HR Manager,19.0,150000.0,Australia,White,1.0,1.05,142857.14285714284,0
44.0,Female,3.0,PhD,Senior HR Manager,18.0,160000.0,Canada,White,1.0,1.1,145454.54545454544,0
45.0,Female,,Master's,Senior HR Manager,14.0,140000.0,UK,Welsh,1.0,1.2,116666.66666666667,0
44.0,Female,,Master's,Senior HR Specialist,15.0,140000.0,China,Chinese,1.0,1.0,140000.0,0
38.0,Female,,Bachelor's,Senior Human Resources Coordinator,10.0,80000.0,UK,Asian,1.0,1.2,66666.66666666667,0
32.0,Female,,Master's Degree,Senior Human Resources Manager,6.0,80000.0,Australia,White,1.0,1.05,76190.47619047618,0
32.0,Female,,Master's Degree,Senior Human Resources Manager,6.0,80000.0,Australia,Australian,1.0,1.05,76190.47619047618,0
32.0,Female,,Master's Degree,Senior Human Resources Manager,6.0,80000.0,Australia,Asian,1.0,1.05,76190.47619047618,0
31.0,Male,3.0,PhD,Senior Human Resources Manager,7.0,90000.0,Australia,Australian,1.0,1.05,85714.28571428571,0
37.0,Female,,Master's Degree,Senior Human Resources Manager,9.0,105000.0,Australia,White,1.0,1.05,100000.0,0
38.0,Male,3.0,PhD,Senior Human Resources Manager,11.0,115000.0,Australia,White,1.0,1.05,109523.80952380951,0
44.0,Female,3.0,PhD,Senior Human Resources Manager,12.0,120000.0,Australia,White,1.0,1.05,114285.71428571428,0
43.0,Female,3.0,PhD,Senior Human Resources Manager,15.0,150000.0,Australia,Asian,1.0,1.05,142857.14285714284,0
29.0,Male,,Master's Degree,Senior Human Resources Manager,4.0,70000.0,Canada,Asian,1.0,1.1,63636.36363636363,0
29.0,Male,,Master's Degree,Senior Human Resources Manager,4.0,70000.0,Canada,Black,1.0,1.1,63636.36363636363,0
32.0,Female,,Master's Degree,Senior Human Resources Manager,6.0,80000.0,Canada,Asian,1.0,1.1,72727.27272727272,0
45.0,Male,3.0,PhD,Senior Human Resources Manager,12.0,120000.0,Canada,Black,1.0,1.1,109090.90909090909,0
43.0,Female,3.0,PhD,Senior Human Resources Manager,15.0,150000.0,Canada,Asian,1.0,1.1,136363.63636363635,0
45.0,Female,,Master's Degree,Senior Human Resources Manager,18.0,160000.0,Canada,Asian,1.0,1.1,145454.54545454544,0
29.0,Male,,Master's Degree,Senior Human Resources Manager,4.0,70000.0,China,White,1.0,1.0,70000.0,0
32.0,Female,,Master's Degree,Senior Human Resources Manager,6.0,80000.0,China,Korean,1.0,1.0,80000.0,0
32.0,Female,,Master's Degree,Senior Human Resources Manager,6.0,80000.0,China,White,1.0,1.0,80000.0,0
37.0,Female,,Master's Degree,Senior Human Resources Manager,9.0,105000.0,China,Korean,1.0,1.0,105000.0,0
35.0,Male,3.0,PhD,Senior Human Resources Manager,10.0,110000.0,China,White,1.0,1.0,110000.0,0
35.0,Male,3.0,PhD,Senior Human Resources Manager,10.0,110000.0,China,Chinese,1.0,1.0,110000.0,0
38.0,Male,3.0,PhD,Senior Human Resources Manager,11.0,115000.0,China,Chinese,1.0,1.0,115000.0,0
44.0,Female,3.0,PhD,Senior Human Resources Manager,12.0,120000.0,China,Chinese,1.0,1.0,120000.0,0
41.0,Female,,Master's,Senior Human Resources Manager,13.0,120000.0,China,Korean,1.0,1.0,120000.0,0
42.0,Female,,Master's,Senior Human Resources Manager,13.0,140000.0,China,White,1.0,1.0,140000.0,0
29.0,Male,,Master's Degree,Senior Human Resources Manager,4.0,70000.0,UK,Mixed,1.0,1.2,58333.333333333336,0
29.0,Male,,Master's Degree,Senior Human Resources Manager,4.0,70000.0,UK,White,1.0,1.2,58333.333333333336,0
31.0,Male,3.0,PhD,Senior Human Resources Manager,7.0,90000.0,UK,Welsh,1.0,1.2,75000.0,0
35.0,Male,3.0,PhD,Senior Human Resources Manager,10.0,110000.0,UK,Mixed,1.0,1.2,91666.66666666667,0
38.0,Male,,Master's Degree,Senior Human Resources Manager,11.0,110000.0,UK,Asian,1.0,1.2,91666.66666666667,0
42.0,Female,,Master's Degree,Senior Human Resources Manager,13.0,125000.0,UK,Asian,1.0,1.2,104166.66666666667,0
42.0,Male,3.0,PhD,Senior Human Resources Manager,14.0,130000.0,UK,Asian,1.0,1.2,108333.33333333334,0
43.0,Female,3.0,PhD,Senior Human Resources Manager,15.0,150000.0,UK,Welsh,1.0,1.2,125000.0,0
43.0,Female,3.0,PhD,Senior Human Resources Manager,15.0,150000.0,UK,White,1.0,1.2,125000.0,0
43.0,Female,3.0,PhD,Senior Human Resources Manager,15.0,150000.0,UK,Mixed,1.0,1.2,125000.0,0
29.0,Male,,Master's Degree,Senior Human Resources Manager,4.0,70000.0,USA,Hispanic,1.0,1.0,70000.0,0
35.0,Male,3.0,PhD,Senior Human Resources Manager,10.0,110000.0,USA,White,1.0,1.0,110000.0,0
35.0,Male,3.0,PhD,Senior Human Resources Manager,10.0,110000.0,USA,Hispanic,1.0,1.0,110000.0,0
45.0,Male,3.0,PhD,Senior Human Resources Manager,12.0,120000.0,USA,Asian,1.0,1.0,120000.0,0
42.0,Female,,Master's Degree,Senior Human Resources Manager,13.0,125000.0,USA,Asian,1.0,1.0,125000.0,0
43.0,Female,3.0,PhD,Senior Human Resources Manager,15.0,150000.0,USA,African American,1.0,1.0,150000.0,0
43.0,Female,3.0,PhD,Senior Human Resources Manager,15.0,150000.0,USA,White,1.0,1.0,150000.0,0
43.0,Female,3.0,PhD,Senior Human Resources Manager,15.0,150000.0,USA,Hispanic,1.0,1.0,150000.0,0
40.0,Female,,Master's,Senior Human Resources Specialist,13.0,120000.0,UK,Welsh,1.0,1.2,100000.0,0
38.0,Male,,Master's,Senior IT Consultant,9.0,110000.0,Australia,Australian,1.0,1.05,104761.90476190476,0
38.0,Male,,Master's,Senior IT Consultant,9.0,110000.0,China,White,1.0,1.0,110000.0,0
43.0,Male,,Bachelor's,Senior IT Project Manager,14.0,130000.0,China,Chinese,1.0,1.0,130000.0,0
44.0,Male,,Bachelor's,Senior IT Support Specialist,14.0,110000.0,USA,African American,1.0,1.0,110000.0,0
45.0,Male,3.0,PhD,Senior Manager,15.0,150000.0,Canada,White,1.0,1.1,136363.63636363635,0
46.0,Male,3.0,PhD,Senior Manager,20.0,170000.0,USA,Hispanic,1.0,1.0,170000.0,1
35.0,Female,,Bachelor's,Senior Marketing Analyst,8.0,85000.0,Canada,White,1.0,1.1,77272.72727272726,0
35.0,Female,,Bachelor's,Senior Marketing Analyst,8.0,85000.0,Canada,Black,1.0,1.1,77272.72727272726,0
35.0,Female,,Bachelor's,Senior Marketing Analyst,8.0,85000.0,Canada,Asian,1.0,1.1,77272.72727272726,0
37.0,Female,,Master's,Senior Marketing Analyst,9.0,95000.0,Canada,White,1.0,1.1,86363.63636363635,0
35.0,Female,,Bachelor's,Senior Marketing Analyst,8.0,85000.0,China,Chinese,1.0,1.0,85000.0,0
35.0,Female,,Bachelor's,Senior Marketing Analyst,8.0,85000.0,China,White,1.0,1.0,85000.0,0
37.0,Male,,Bachelor's,Senior Marketing Analyst,9.0,100000.0,UK,Mixed,1.0,1.2,83333.33333333334,0
35.0,Female,,Bachelor's,Senior Marketing Analyst,8.0,85000.0,USA,White,1.0,1.0,85000.0,0
41.0,Female,,Master's,Senior Marketing Analyst,14.0,100000.0,USA,White,1.0,1.0,100000.0,0
41.0,Female,,Bachelor's,Senior Marketing Coordinator,11.0,90000.0,Canada,Asian,1.0,1.1,81818.18181818181,0
35.0,Male,,Bachelor's,Senior Marketing Coordinator,7.0,80000.0,China,White,1.0,1.0,80000.0,0
39.0,Female,,Bachelor's,Senior Marketing Coordinator,9.0,110000.0,China,White,1.0,1.0,110000.0,0
41.0,Female,3.0,PhD,Senior Marketing Director,17.0,160000.0,UK,Mixed,1.0,1.2,133333.33333333334,0
40.0,Female,,Bachelor's,Senior Marketing Manager,12.0,130000.0,Australia,Asian,1.0,1.05,123809.5238095238,0
41.0,Female,,Master's,Senior Marketing Manager,13.0,110000.0,Australia,Australian,1.0,1.05,104761.90476190476,0
42.0,Female,3.0,PhD,Senior Marketing Manager,13.0,140000.0,Canada,White,1.0,1.1,127272.72727272726,0
45.0,Female,,Master's,Senior Marketing Manager,16.0,160000.0,Canada,Black,1.0,1.1,145454.54545454544,0
36.0,Female,,Bachelor's,Senior Marketing Manager,8.0,95000.0,China,Korean,1.0,1.0,95000.0,0
52.0,Female,,Master's,Senior Marketing Manager,25.0,170000.0,China,Chinese,1.0,1.0,170000.0,1
36.0,Female,,Bachelor's,Senior Marketing Manager,8.0,95000.0,UK,Welsh,1.0,1.2,79166.66666666667,0
40.0,Female,,Bachelor's,Senior Marketing Manager,11.0,105000.0,UK,White,1.0,1.2,87500.0,0
42.0,Female,3.0,PhD,Senior Marketing Manager,18.0,140000.0,UK,Asian,1.0,1.2,116666.66666666667,0
36.0,Male,,Bachelor's,Senior Marketing Specialist,8.0,95000.0,Canada,White,1.0,1.1,86363.63636363635,0
39.0,Male,,Bachelor's,Senior Marketing Specialist,10.0,120000.0,Canada,Black,1.0,1.1,109090.90909090909,0
36.0,Male,,Bachelor's,Senior Marketing Specialist,8.0,95000.0,UK,White,1.0,1.2,79166.66666666667,0
36.0,Female,,Bachelor's,Senior Marketing Specialist,8.0,85000.0,USA,African American,1.0,1.0,85000.0,0
35.0,Male,,Bachelor's,Senior Operations Analyst,8.0,85000.0,Canada,White,1.0,1.1,77272.72727272726,0
35.0,Male,,Bachelor's,Senior Operations Analyst,7.0,85000.0,China,White,1.0,1.0,85000.0,0
38.0,Female,,Bachelor's,Senior Operations Coordinator,9.0,120000.0,Canada,Asian,1.0,1.1,109090.90909090909,0
34.0,Male,,Bachelor's,Senior Operations Coordinator,7.0,90000.0,China,Chinese,1.0,1.0,90000.0,0
34.0,Male,,Bachelor's,Senior Operations Coordinator,7.0,90000.0,China,White,1.0,1.0,90000.0,0
34.0,Male,,Bachelor's,Senior Operations Coordinator,7.0,90000.0,UK,Asian,1.0,1.2,75000.0,0
39.0,Female,,Bachelor's,Senior Operations Manager,10.0,120000.0,Australia,Asian,1.0,1.05,114285.71428571428,0
42.0,Male,,Bachelor's,Senior Operations Manager,12.0,110000.0,Canada,Black,1.0,1.1,99999.99999999999,0
33.0,Male,,Master's,Senior Operations Manager,7.0,115000.0,China,Korean,1.0,1.0,115000.0,0
36.0,Male,,Bachelor's,Senior Operations Manager,9.0,100000.0,UK,Asian,1.0,1.2,83333.33333333334,0
36.0,Male,,Bachelor's,Senior Operations Manager,8.0,95000.0,USA,White,1.0,1.0,95000.0,0
44.0,Female,3.0,PhD,Senior Product Designer,15.0,150000.0,Australia,Asian,1.0,1.05,142857.14285714284,0
43.0,Female,3.0,PhD,Senior Product Designer,18.0,140000.0,Australia,Asian,1.0,1.05,133333.3333333333,0
45.0,Female,3.0,PhD,Senior Product Designer,15.0,150000.0,China,Chinese,1.0,1.0,150000.0,0
45.0,Female,3.0,PhD,Senior Product Designer,15.0,150000.0,China,Korean,1.0,1.0,150000.0,0
44.0,Female,3.0,PhD,Senior Product Designer,15.0,150000.0,China,White,1.0,1.0,150000.0,0
33.0,Male,,Bachelor's,Senior Product Development Manager,7.0,100000.0,USA,Hispanic,1.0,1.0,100000.0,0
36.0,Male,,Bachelor's,Senior Product Manager,8.0,95000.0,Australia,Asian,1.0,1.05,90476.19047619047,0
35.0,Male,,Master's,Senior Product Manager,10.0,120000.0,Canada,White,1.0,1.1,109090.90909090909,0
41.0,Male,,Bachelor's,Senior Product Manager,14.0,150000.0,Canada,White,1.0,1.1,136363.63636363635,0
34.0,Male,,Bachelor's,Senior Product Manager,7.0,95000.0,China,Chinese,1.0,1.0,95000.0,0
38.0,Female,,Bachelor's,Senior Product Manager,10.0,120000.0,China,Korean,1.0,1.0,120000.0,0
41.0,Male,,Bachelor's,Senior Product Manager,14.0,150000.0,China,Chinese,1.0,1.0,150000.0,0
26.0,Male,,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,Australia,Asian,1.0,1.05,80952.38095238095,0
26.0,Male,,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,Australia,White,1.0,1.05,80952.38095238095,0
35.0,Female,3.0,PhD,Senior Product Marketing Manager,9.0,95000.0,Australia,White,1.0,1.05,90476.19047619047,0
43.0,Female,,Master's,Senior Product Marketing Manager,14.0,120000.0,Australia,White,1.0,1.05,114285.71428571428,0
50.0,Male,3.0,PhD,Senior Product Marketing Manager,15.0,150000.0,Australia,White,1.0,1.05,142857.14285714284,0
48.0,Female,3.0,PhD,Senior Product Marketing Manager,17.0,170000.0,Australia,White,1.0,1.05,161904.7619047619,1
48.0,Female,3.0,PhD,Senior Product Marketing Manager,17.0,170000.0,Australia,Australian,1.0,1.05,161904.7619047619,1
50.0,Female,,Master's Degree,Senior Product Marketing Manager,18.0,180000.0,Australia,Asian,1.0,1.05,171428.57142857142,1
51.0,Female,,Master's Degree,Senior Product Marketing Manager,19.0,190000.0,Australia,White,1.0,1.05,180952.38095238095,1
26.0,Male,,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,Canada,White,1.0,1.1,77272.72727272726,0
26.0,Male,,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,Canada,Black,1.0,1.1,77272.72727272726,0
29.0,Male,,Bachelor's Degree,Senior Product Marketing Manager,6.0,100000.0,Canada,Black,1.0,1.1,90909.0909090909,0
35.0,Female,3.0,PhD,Senior Product Marketing Manager,9.0,95000.0,Canada,Black,1.0,1.1,86363.63636363635,0
35.0,Female,3.0,PhD,Senior Product Marketing Manager,9.0,95000.0,Canada,Asian,1.0,1.1,86363.63636363635,0
47.0,Male,3.0,PhD,Senior Product Marketing Manager,17.0,170000.0,Canada,White,1.0,1.1,154545.45454545453,1
48.0,Female,3.0,PhD,Senior Product Marketing Manager,17.0,170000.0,Canada,Black,1.0,1.1,154545.45454545453,1
48.0,Female,3.0,PhD,Senior Product Marketing Manager,17.0,170000.0,Canada,Asian,1.0,1.1,154545.45454545453,1
48.0,Female,3.0,PhD,Senior Product Marketing Manager,17.0,170000.0,Canada,White,1.0,1.1,154545.45454545453,1
48.0,Female,3.0,PhD,Senior Product Marketing Manager,19.0,190000.0,Canada,White,1.0,1.1,172727.2727272727,1
49.0,Female,3.0,PhD,Senior Product Marketing Manager,20.0,200000.0,Canada,Black,1.0,1.1,181818.1818181818,1
26.0,Male,,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,China,Chinese,1.0,1.0,85000.0,0
26.0,Male,,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,China,Korean,1.0,1.0,85000.0,0
26.0,Male,,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,China,White,1.0,1.0,85000.0,0
33.0,Female,3.0,PhD,Senior Product Marketing Manager,5.0,70000.0,China,White,1.0,1.0,70000.0,0
31.0,Male,3.0,PhD,Senior Product Marketing Manager,7.0,90000.0,China,Korean,1.0,1.0,90000.0,0
35.0,Female,3.0,PhD,Senior Product Marketing Manager,9.0,95000.0,China,White,1.0,1.0,95000.0,0
35.0,Female,3.0,PhD,Senior Product Marketing Manager,9.0,95000.0,China,Chinese,1.0,1.0,95000.0,0
35.0,Female,3.0,PhD,Senior Product Marketing Manager,9.0,95000.0,China,Korean,1.0,1.0,95000.0,0
36.0,Female,3.0,PhD,Senior Product Marketing Manager,10.0,100000.0,China,Korean,1.0,1.0,100000.0,0
47.0,Male,3.0,PhD,Senior Product Marketing Manager,17.0,170000.0,China,White,1.0,1.0,170000.0,1
47.0,Male,3.0,PhD,Senior Product Marketing Manager,17.0,170000.0,China,Korean,1.0,1.0,170000.0,1
48.0,Female,3.0,PhD,Senior Product Marketing Manager,17.0,170000.0,China,Korean,1.0,1.0,170000.0,1
48.0,Female,3.0,PhD,Senior Product Marketing Manager,17.0,170000.0,China,White,1.0,1.0,170000.0,1
48.0,Female,3.0,PhD,Senior Product Marketing Manager,17.0,170000.0,China,Chinese,1.0,1.0,170000.0,1
48.0,Female,3.0,PhD,Senior Product Marketing Manager,19.0,190000.0,China,Chinese,1.0,1.0,190000.0,1
51.0,Female,,Master's Degree,Senior Product Marketing Manager,19.0,190000.0,China,Chinese,1.0,1.0,190000.0,1
49.0,Female,3.0,PhD,Senior Product Marketing Manager,20.0,200000.0,China,White,1.0,1.0,200000.0,1
26.0,Male,,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,UK,White,1.0,1.2,70833.33333333334,0
26.0,Male,,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,UK,Welsh,1.0,1.2,70833.33333333334,0
35.0,Male,3.0,PhD,Senior Product Marketing Manager,8.0,80000.0,UK,Welsh,1.0,1.2,66666.66666666667,0
32.0,Male,3.0,PhD,Senior Product Marketing Manager,8.0,80000.0,UK,Welsh,1.0,1.2,66666.66666666667,0
35.0,Female,3.0,PhD,Senior Product Marketing Manager,9.0,95000.0,UK,White,1.0,1.2,79166.66666666667,0
35.0,Female,3.0,PhD,Senior Product Marketing Manager,9.0,95000.0,UK,Welsh,1.0,1.2,79166.66666666667,0
35.0,Female,3.0,PhD,Senior Product Marketing Manager,9.0,95000.0,UK,Asian,1.0,1.2,79166.66666666667,0
36.0,Female,3.0,PhD,Senior Product Marketing Manager,10.0,100000.0,UK,Welsh,1.0,1.2,83333.33333333334,0
50.0,Male,3.0,PhD,Senior Product Marketing Manager,15.0,150000.0,UK,Mixed,1.0,1.2,125000.0,0
48.0,Female,3.0,PhD,Senior Product Marketing Manager,17.0,170000.0,UK,White,1.0,1.2,141666.6666666667,1
50.0,Female,,Master's Degree,Senior Product Marketing Manager,18.0,180000.0,UK,Welsh,1.0,1.2,150000.0,1
51.0,Female,,Master's Degree,Senior Product Marketing Manager,19.0,190000.0,UK,White,1.0,1.2,158333.33333333334,1
49.0,Female,3.0,PhD,Senior Product Marketing Manager,20.0,200000.0,UK,White,1.0,1.2,166666.6666666667,1
49.0,Female,3.0,PhD,Senior Product Marketing Manager,20.0,200000.0,UK,Welsh,1.0,1.2,166666.6666666667,1
26.0,Male,,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,USA,White,1.0,1.0,85000.0,0
26.0,Male,,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,USA,African American,1.0,1.0,85000.0,0
26.0,Male,,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,USA,Hispanic,1.0,1.0,85000.0,0
35.0,Female,3.0,PhD,Senior Product Marketing Manager,9.0,95000.0,USA,White,1.0,1.0,95000.0,0
35.0,Female,3.0,PhD,Senior Product Marketing Manager,9.0,95000.0,USA,Hispanic,1.0,1.0,95000.0,0
36.0,Female,3.0,PhD,Senior Product Marketing Manager,10.0,100000.0,USA,Asian,1.0,1.0,100000.0,0
46.0,Female,3.0,PhD,Senior Product Marketing Manager,16.0,160000.0,USA,Hispanic,1.0,1.0,160000.0,0
48.0,Female,3.0,PhD,Senior Product Marketing Manager,17.0,170000.0,USA,African American,1.0,1.0,170000.0,1
35.0,Male,,Bachelor's,Senior Project Coordinator,9.0,95000.0,Canada,White,1.0,1.1,86363.63636363635,0
41.0,Female,,Bachelor's,Senior Project Coordinator,11.0,95000.0,Canada,Black,1.0,1.1,86363.63636363635,0
35.0,Male,,Bachelor's,Senior Project Coordinator,9.0,95000.0,UK,Asian,1.0,1.2,79166.66666666667,0
39.0,Female,,Master's,Senior Project Coordinator,13.0,80000.0,UK,Welsh,1.0,1.2,66666.66666666667,0
41.0,Female,,Bachelor's,Senior Project Coordinator,11.0,95000.0,USA,African American,1.0,1.0,95000.0,0
23.0,Female,,Bachelor's Degree,Senior Project Engineer,0.0,51831.0,Australia,Asian,1.0,1.05,49362.85714285714,0
28.0,Female,,Bachelor's Degree,Senior Project Engineer,3.0,70397.0,Australia,White,1.0,1.05,67044.76190476191,0
30.0,Female,,Master's Degree,Senior Project Engineer,5.0,100867.0,Australia,Australian,1.0,1.05,96063.80952380953,0
30.0,Female,,Master's Degree,Senior Project Engineer,5.0,101733.0,Australia,Australian,1.0,1.05,96888.57142857142,0
31.0,Male,,Master's Degree,Senior Project Engineer,7.0,135000.0,Australia,Australian,1.0,1.05,128571.42857142857,0
31.0,Male,,Master's Degree,Senior Project Engineer,7.0,135000.0,Australia,Asian,1.0,1.05,128571.42857142857,0
31.0,Male,,Master's Degree,Senior Project Engineer,7.0,135000.0,Australia,White,1.0,1.05,128571.42857142857,0
35.0,Male,,Master's Degree,Senior Project Engineer,8.0,101332.0,Australia,Australian,1.0,1.05,96506.66666666666,0
33.0,Female,,Master's Degree,Senior Project Engineer,9.0,126753.0,Australia,White,1.0,1.05,120717.14285714286,0
44.0,Male,,Master's Degree,Senior Project Engineer,11.0,170000.0,Australia,White,1.0,1.05,161904.7619047619,1
